rank,name,age,country,time,track,date
1930,Alieke Jonkman                   ,LB2,NED," 2.32,30",Heerenveen (NED)         ,2/3/2020
1932,Julia Budna                      ,LB1,POL," 2.32,31",Zakopane (POL)           ,12/20/2019
1932,Ilona Churina                    ,LC1,RUS," 2.32,31",Chelyabinsk (RUS)        ,1/28/2020
1934,Cecile Ferraro                   ,LC2,CAN," 2.32,33",Calgary (CAN)            ,1/11/2020
1935,Elizaveta Barinova               ,LB2,RUS," 2.32,34",Kolomna (RUS)            ,11/5/2019
1935,Mia Pastoors                     ,LB2,GER," 2.32,34",Inzell (GER)             ,12/29/2019
1937,Dionne Gaffel                    ,LN3,NED," 2.32,37",Hoorn (NED)              ,1/12/2020
1938,Lisa van der Spek                ,LSA,NED," 2.32,39",Haarlem (NED)            ,11/9/2019
1939,Viktoriya Paramonova             ,LB2,RUS," 2.32,43",Chelyabinsk (RUS)        ,12/11/2019
1940,Marley Soldan                    ,LYA,USA," 2.32,46",Salt Lake City (USA)     ,9/1/2019
1940,Julia Grzywińska                 ,LYA,POL," 2.32,46",Zakopane (POL)           ,1/18/2020
1942,Karyna Novikava (2005)           ,LC2,BLR," 2.32,48",Minsk (BLR)              ,1/31/2020
1942,Outi Pinomäki                    ,L50,FIN," 2.32,48",Berlin (GER)             ,2/22/2020
1942,Maud Salomons                    ,LC1,NED," 2.32,48",Deventer (NED)           ,3/11/2020
1945,Lieneke Vijn                     ,LC2,NED," 2.32,49",Heerenveen (NED)         ,11/16/2019
1945,Nena Vollering                   ,LA1,NED," 2.32,49",Den Haag (NED)           ,12/8/2019
1945,Sarina van Dijk                  ,LA2,NED," 2.32,49",Breda (NED)              ,1/11/2020
1948,Sarah Weiner                     ,LB2,GER," 2.32,50",Inzell (GER)             ,1/18/2020
1949,Ismena Wuls                      ,LC2,POL," 2.32,52",Tomaszów-Mazowiecki (POL),12/14/2019
1950,Yuliya Kislukhina                ,LC2,RUS," 2.32,54",Kolomna (RUS)            ,2/24/2020
1951,Dorianne Kok                     ,LSA,NED," 2.32,55",Deventer (NED)           ,12/14/2019
1951,Juliette Vaillancourt            ,LB2,CAN," 2.32,55",Lake Placid (USA)        ,3/1/2020
1951,Marit Damen                      ,LYA,NED," 2.32,55",Tilburg (NED)            ,3/8/2020
1954,Olesya Glebova                   ,LB2,RUS," 2.32,58",Chelyabinsk (RUS)        ,3/11/2020
1955,Britt Bijker                     ,LC2,NED," 2.32,60",Inzell (GER)             ,10/22/2019
1956,Sofiya Krechun-Galyatina         ,L? ,RUS," 2.32,61",Moscow (RUS)             ,11/21/2019
1957,Tialda Gerritsma                 ,L50,NED," 2.32,62",Heerenveen (NED)         ,11/30/2019
1958,Jessica Uhlemann                 ,LSA,GER," 2.32,66",Inzell (GER)             ,11/16/2019
1958,Isabela Vargas                   ,LYA,COL," 2.32,66",Salt Lake City (USA)     ,3/7/2020
1960,Vitaliya Kovaleva                ,LC2,RUS," 2.32,68",Divnogorsk (RUS)         ,3/7/2020
1961,Aruzhan Iskuzhinova              ,LC2,KAZ," 2.32,71",Nur-Sultan (KAZ)         ,10/14/2019
1961,Elina Nuriazova                  ,LB2,RUS," 2.32,71",Kolomna (RUS)            ,11/5/2019
1963,Anastasiya Glushkova (2002)      ,LA1,RUS," 2.32,74",Kirov (RUS)              ,12/27/2019
1963,Svetlana Shhegolkova             ,L? ,RUS," 2.32,74",Kolomna (RUS)            ,3/7/2020
1965,Anastasiya Etenko                ,LA1,RUS," 2.32,75",Moscow (RUS)             ,11/5/2019
1966,Kristina Chegurova               ,LC2,RUS," 2.32,77",Chelyabinsk (RUS)        ,12/11/2019
1966,Mariya Matasova                  ,LC2,RUS," 2.32,77",Kolomna (RUS)            ,3/7/2020
1968,Eliska Fackenbergova             ,LC1,CZE," 2.32,84",Inzell (GER)             ,11/24/2019
1969,Alena Mikhalchenko               ,LC2,RUS," 2.32,90",Divnogorsk (RUS)         ,3/7/2020
1970,Dana Aleksandrenok               ,LYA,BLR," 2.32,95",Minsk (BLR)              ,3/13/2020
1971,Ekaterina Bobrova                ,LC2,RUS," 2.33,03",Omsk (RUS)               ,2/6/2020
1972,Isa van der Veen                 ,LC2,NED," 2.33,05",Heerenveen (NED)         ,12/7/2019
1972,Elliot Kellough                  ,LB1,CAN," 2.33,05",Calgary (CAN)            ,1/11/2020
1974,Ingrid Huizing                   ,LN2,NED," 2.33,06",Enschede (NED)           ,1/4/2020
1974,Erin Padbury                     ,LC2,CAN," 2.33,06",Calgary (CAN)            ,2/16/2020
1976,Émanuelle Leclerc                ,LC1,CAN," 2.33,07",Red Deer (CAN)           ,2/9/2020
1976,Vivien Kovács                    ,LA2,HUN," 2.33,07",Budapest (HUN)           ,2/22/2020
1978,Nienke van Assema                ,LB2,NED," 2.33,08",Heerenveen (NED)         ,12/21/2019
1979,Jennifer van Leeuwen             ,LB1,NED," 2.33,17",Erfurt (GER)             ,1/25/2020
1980,Varvara Skalaczkaya              ,LC2,RUS," 2.33,21",Minsk (BLR)              ,8/23/2019
1981,Emma Kristiansen Østby           ,LC2,NOR," 2.33,22",Bjugn (NOR)              ,2/15/2020
1981,Maja Bodnar                      ,LC2,POL," 2.33,22",Inzell (GER)             ,2/23/2020
1983,Reina Mino                       ,L? ,JPN," 2.33,28",Obihiro (JPN)            ,11/23/2019
1983,Ruon Ozawa                       ,L? ,JPN," 2.33,28",Obihiro (JPN)            ,12/7/2019
1983,Fay Persoon                      ,LB2,NED," 2.33,28",Den Haag (NED)           ,12/21/2019
1983,Tatyana Ananchenkova             ,L? ,RUS," 2.33,28",Irkutsk (RUS)            ,1/3/2020
1987,Honoka Nakajima                  ,L? ,JPN," 2.33,33",Obihiro (JPN)            ,12/7/2019
1988,Nicole Ligia Constantinescu      ,LA2,ROU," 2.33,34",Zakopane (POL)           ,12/20/2019
1988,Anna Trefilova                   ,LB2,RUS," 2.33,34",Kirov (RUS)              ,12/27/2019
1988,Kiki Amemiya                     ,L? ,JPN," 2.33,34",Nagano (JPN)             ,1/6/2020
1991,Nina Milch Vinslid               ,LC2,NOR," 2.33,35",Hamar (NOR)              ,12/1/2019
1992,Linda Krikke                     ,L45,NED," 2.33,36",Heerenveen (NED)         ,11/30/2019
1993,Dorien Heeres                    ,LC1,NED," 2.33,37",Groningen (NED)          ,3/7/2020
1994,Marleen Fransen                  ,LB1,NED," 2.33,38",Enschede (NED)           ,10/26/2019
1995,Janine Garretsen                 ,LYA,NED," 2.33,39",Eindhoven (NED)          ,2/2/2020
1996,Kokoa Naito                      ,L? ,JPN," 2.33,41",Kushiro (JPN)            ,2/22/2020
1997,Sae Hirata                       ,L? ,JPN," 2.33,42",Morioka (JPN)            ,2/22/2020
1998,Ute Zillmann                     ,L60,GER," 2.33,43",Berlin (GER)             ,2/22/2020
1999,Chanel Chabot                    ,LC2,CAN," 2.33,46",Calgary (CAN)            ,1/11/2020
1999,Jagoda Owczarek                  ,LA1,POL," 2.33,46",Tomaszów-Mazowiecki (POL),1/31/2020
2001,Sanne Loozeman                   ,LB2,NED," 2.33,49",Deventer (NED)           ,11/3/2019
2002,Anke Preuß                       ,L50,GER," 2.33,50",Berlin (GER)             ,1/4/2020
2003,Sascha Stoop                     ,LN3,NED," 2.33,51",Heerenveen (NED)         ,12/7/2019
2004,Yana Sanina                      ,LB1,RUS," 2.33,53",Chelyabinsk (RUS)        ,3/4/2020
2005,Evy September                    ,L35,BEL," 2.33,57",Heerenveen (NED)         ,3/11/2020
2006,Karin Terhürne                   ,L50,NED," 2.33,58",Heerenveen (NED)         ,12/14/2019
2006,Julia Mandzelowska               ,LC1,POL," 2.33,58",Inzell (GER)             ,2/23/2020
2008,Zlata Semenova                   ,LC2,RUS," 2.33,60",Minsk (BLR)              ,8/23/2019
2008,Anastasiya Taskaeva              ,LA1,RUS," 2.33,60",Perm (RUS)               ,1/25/2020
2010,Mylou Oldeman                    ,LB1,NED," 2.33,64",Heerenveen (NED)         ,2/15/2020
2011,Milena Guzik                     ,LB2,RUS," 2.33,65",Moscow (RUS)             ,2/11/2020
2012,Anna Arlt                        ,L35,GER," 2.33,69",Inzell (GER)             ,2/8/2020
2013,Mees Prenen                      ,LC1,NED," 2.33,73",Haarlem (NED)            ,12/8/2019
2014,Mieke Heine                      ,L45,NED," 2.33,79",Heerenveen (NED)         ,12/21/2019
2014,Marina Lukina                    ,LB2,RUS," 2.33,79",Chelyabinsk (RUS)        ,3/11/2020
2016,Nola Sloot                       ,LA2,NED," 2.33,82",Den Haag (NED)           ,11/17/2019
2017,Viktoria Hrytsenko               ,LA1,UKR," 2.33,83",Minsk (BLR)              ,1/19/2020
2018,Marith van der Vegt              ,LC2,NED," 2.33,84",Groningen (NED)          ,2/15/2020
2019,Olga Ivanova (1981)              ,L35,RUS," 2.33,89",Kolomna (RUS)            ,12/7/2019
2020,Rebeka Vancsó                    ,LYA,HUN," 2.33,91",Budapest (HUN)           ,2/22/2020
2021,Viktoriya Edidina                ,LB2,RUS," 2.33,93",Chelyabinsk (RUS)        ,10/23/2019
2021,Isabella Main                    ,LA1,USA," 2.33,93",Roseville (USA)          ,12/7/2019
2023,Lotte van den Noort              ,LB1,NED," 2.33,94",Enschede (NED)           ,12/28/2019
2024,Iris Knol                        ,LB2,NED," 2.33,98",Groningen (NED)          ,2/29/2020
2025,Iris Manthee                     ,L55,GER," 2.34,00",Berlin (GER)             ,1/4/2020
2025,Katsiaryna Yeshman               ,LYA,BLR," 2.34,00",Minsk (BLR)              ,3/13/2020
2027,Willemijn Deen                   ,LC2,NED," 2.34,02",Heerenveen (NED)         ,3/2/2020
2028,Anna Gavrilova                   ,L? ,RUS," 2.34,03",Kolomna (RUS)            ,12/14/2019
2028,Nadia Dal Sie                    ,LC1,ITA," 2.34,03",Inzell (GER)             ,2/1/2020
2030,Mara Agne                        ,LB2,NED," 2.34,11",Amsterdam (NED)          ,12/1/2019
2030,Kristina Shumekova               ,L? ,KAZ," 2.34,11",Nur-Sultan (KAZ)         ,1/16/2020
2032,Anzhelika Korotaeva              ,LYA,RUS," 2.34,12",Kirov (RUS)              ,12/27/2019
2032,Mirai Maruko                     ,L? ,JPN," 2.34,12",Kushiro (JPN)            ,2/22/2020
2034,Guylaine Larouche                ,L60,CAN," 2.34,13",Salt Lake City (USA)     ,10/12/2019
2034,Julia Sokołowska                 ,LA2,POL," 2.34,13",Tomaszów-Mazowiecki (POL),1/31/2020
2036,Mariya Budarina                  ,LC2,RUS," 2.34,16",Moscow (RUS)             ,1/21/2020
2036,Leonie Peddemors                 ,LSA,NED," 2.34,16",Heerenveen (NED)         ,2/29/2020
2038,Elizaveta Tarasova               ,L? ,BLR," 2.34,17",Minsk (BLR)              ,3/13/2020
2039,Kámea Kovács                     ,LC1,HUN," 2.34,18",Inzell (GER)             ,1/5/2020
2040,Vanessa Enriquez                 ,LSA,COL," 2.34,19",Salt Lake City (USA)     ,3/7/2020
2041,Nathalie Touwen                  ,LSA,NED," 2.34,22",Heerenveen (NED)         ,7/20/2019
2042,Ema Hinckley                     ,LA2,POR," 2.34,23",Salt Lake City (USA)     ,1/18/2020
2042,Kim Reid                         ,L45,CAN," 2.34,23",Collalbo (ITA)           ,1/24/2020
2044,Bloem Bouwman                    ,LC1,NED," 2.34,27",Heerenveen (NED)         ,12/14/2019
2045,Ema Schneiderova                 ,LC1,CZE," 2.34,29",Inzell (GER)             ,11/24/2019
2046,Ilse van Ipenburg                ,LSA,NED," 2.34,31",Heerenveen (NED)         ,10/5/2019
2047,Ella Bredius                     ,LB1,NED," 2.34,40",Heerenveen (NED)         ,3/9/2020
2048,Nigara Muratova                  ,LC2,KAZ," 2.34,42",Nur-Sultan (KAZ)         ,3/3/2020
2049,Margarita Garina                 ,LC1,RUS," 2.34,43",Kolomna (RUS)            ,11/5/2019
2050,Ekaterina Kerdikoshvili          ,LC1,RUS," 2.34,45",Chelyabinsk (RUS)        ,1/28/2020
2051,Andrea de Winter                 ,L55,NED," 2.34,46",Leeuwarden (NED)         ,12/21/2019
2051,Cassandra Tetrault               ,L35,CAN," 2.34,46",Winnipeg (CAN)           ,1/25/2020
2053,Hanna Kovács                     ,LC2,HUN," 2.34,54",Inzell (GER)             ,2/15/2020
2054,Darya Komysheva (2005)           ,LC2,RUS," 2.34,56",Saint Petersburg (RUS)   ,1/28/2020
2054,Anastasiya Skrinnik              ,LA2,RUS," 2.34,56",Chelyabinsk (RUS)        ,2/13/2020
2056,Lindsay Smart                    ,L? ,CAN," 2.34,57",Roseville (USA)          ,12/7/2019
2056,Angelina Kokonova                ,LB2,RUS," 2.34,57",Irkutsk (RUS)            ,12/14/2019
2058,Corien de Jong                   ,LC1,NED," 2.34,58",Heerenveen (NED)         ,3/9/2020
2059,Veronica Dossi                   ,LC2,ITA," 2.34,60",Collalbo (ITA)           ,12/8/2019
2060,Marit Heijnen                    ,LC2,NED," 2.34,62",Heerenveen (NED)         ,11/23/2019
2060,Froukje Elzinga                  ,LB1,NED," 2.34,62",Groningen (NED)          ,2/29/2020
2062,Anouk Könst                      ,LC1,NED," 2.34,63",Haarlem (NED)            ,2/29/2020
2063,Isabela Higuita                  ,LC1,COL," 2.34,64",Salt Lake City (USA)     ,3/7/2020
2063,Myrthe Kuiper                    ,LYA,NED," 2.34,64",Deventer (NED)           ,3/11/2020
2065,Kaja Kowohl                      ,LB1,GER," 2.34,65",Erfurt (GER)             ,11/30/2019
2065,Amber Koot                       ,LC2,NED," 2.34,65",Utrecht (NED)            ,2/16/2020
2067,Aleksandra Kazakova              ,LC1,RUS," 2.34,67",Divnogorsk (RUS)         ,3/7/2020
2068,Zara Kroon                       ,LC1,NED," 2.34,70",Heerenveen (NED)         ,12/9/2019
2069,Carlijn Aarsen                   ,LA2,NED," 2.34,71",Enschede (NED)           ,1/4/2020
2070,Victoria Urizar-Rojas            ,LN2,POL," 2.34,73",Tomaszów-Mazowiecki (POL),10/27/2019
2070,Wendy Oostdam                    ,LSA,NED," 2.34,73",Den Haag (NED)           ,1/4/2020
2072,So-Eun Park                      ,LC2,KOR," 2.34,76",Seoul (KOR)              ,2/21/2020
2073,Aleksandra Muratova              ,LC1,RUS," 2.34,86",Kolomna (RUS)            ,11/5/2019
2074,Rachelle Maassen                 ,LSA,NED," 2.34,90",Enschede (NED)           ,2/15/2020
2075,Nynke Tinga                      ,LC1,NED," 2.34,91",Heerenveen (NED)         ,11/18/2019
2075,Elena Platonenko                 ,LB1,RUS," 2.34,91",Irkutsk (RUS)            ,1/3/2020
2077,Gankhuyag Enkhzul                ,LB2,MGL," 2.34,92",Ulaanbaatar (MGL)        ,1/18/2020
2078,Michaela Poplová                 ,LB2,CZE," 2.34,94",Tomaszów-Mazowiecki (POL),9/28/2019
2078,Joelle Wubben                    ,LB2,NED," 2.34,94",Den Haag (NED)           ,12/21/2019
2080,Karina Komolova                  ,LB2,RUS," 2.34,95",Kolomna (RUS)            ,12/14/2019
2080,Jade Repko                       ,LC2,NED," 2.34,95",Heerenveen (NED)         ,3/2/2020
2082,Elena Smirnova (2002)            ,LA1,RUS," 2.35,08",Moscow (RUS)             ,1/25/2020
2083,Sona Takahashi                   ,L? ,JPN," 2.35,11",Obihiro (JPN)            ,9/8/2019
2084,Elizaveta Pigareva               ,LC1,RUS," 2.35,14",Chelyabinsk (RUS)        ,11/16/2019
2085,Viktoria Eistre                  ,LB1,EST," 2.35,18",Collalbo (ITA)           ,1/11/2020
2086,Marcelina Gąsienica-Roj          ,LC2,POL," 2.35,19",Tomaszów-Mazowiecki (POL),3/7/2020
2087,Samantha Buis                    ,LA1,NED," 2.35,21",Heerenveen (NED)         ,11/16/2019
2087,Britt van der Linden             ,LYA,NED," 2.35,21",Deventer (NED)           ,1/19/2020
2087,Polina Sivets                    ,LYB,BLR," 2.35,21",Minsk (BLR)              ,3/13/2020
2090,Olga Andreeva                    ,LC2,RUS," 2.35,25",Chelyabinsk (RUS)        ,12/11/2019
2090,Mariya Savilova                  ,LC1,RUS," 2.35,25",Chelyabinsk (RUS)        ,12/11/2019
2092,Kirsi Korpijärvi                 ,L45,FIN," 2.35,28",Seinäjoki (FIN)          ,1/26/2020
2093,Valeriya Evsega                  ,LC1,RUS," 2.35,30",Chelyabinsk (RUS)        ,3/11/2020
2094,Manon Koers                      ,LA2,NED," 2.35,35",Groningen (NED)          ,2/29/2020
2095,Sono Takayanagi                  ,L? ,JPN," 2.35,37",Hachinohe-Nagane (JPN)   ,11/3/2019
2096,Roellien van den Bos             ,LB1,NED," 2.35,38",Heerenveen (NED)         ,2/3/2020
2097,Femke van der Hoek               ,LC2,NED," 2.35,39",Leeuwarden (NED)         ,11/17/2019
2098,Anastasiya Nechaeva (1999)       ,LN1,RUS," 2.35,40",Kolomna (RUS)            ,3/7/2020
2099,Clarine Bronkhorst               ,L50,NED," 2.35,52",Heerenveen (NED)         ,12/14/2019
2100,Elizaveta Makhnach               ,LB1,RUS," 2.35,56",Irkutsk (RUS)            ,1/3/2020
2101,Marie Andel Wiersma-Talsma       ,L50,NED," 2.35,59",Utrecht (NED)            ,3/1/2020
2102,Hannah Llop                      ,LC2,ESP," 2.35,60",Collalbo (ITA)           ,1/11/2020
2102,Rian Buitendijk                  ,L50,NED," 2.35,60",Breda (NED)              ,1/11/2020
2102,Sara Kooge                       ,LB1,NED," 2.35,60",Alkmaar (NED)            ,2/15/2020
2105,Dana Smits (2004)                ,LC2,NED," 2.35,68",Dronten (NED)            ,2/1/2020
2105,Jade Kosters                     ,LC1,NED," 2.35,68",Haarlem (NED)            ,2/2/2020
2107,Lieke Mossinkoff                 ,LSA,NED," 2.35,69",Alkmaar (NED)            ,1/18/2020
2108,Robyn Salie                      ,LB1,CAN," 2.35,71",Winnipeg (CAN)           ,1/4/2020
2109,Nataliya Khvatkova               ,LC2,RUS," 2.35,76",Moscow (RUS)             ,1/21/2020
2110,Darya Borovskikh                 ,LC1,RUS," 2.35,77",Chelyabinsk (RUS)        ,1/28/2020
2111,Zlata Najdyonysheva              ,LA1,RUS," 2.35,78",Moscow (RUS)             ,11/5/2019
2112,Diana Orinicheva                 ,LYA,RUS," 2.35,81",Chelyabinsk (RUS)        ,3/11/2020
2113,Pernille Løvestad Skolem         ,LC1,NOR," 2.35,84",Hamar (NOR)              ,12/1/2019
2113,Moe Nakayama                     ,LC1,JPN," 2.35,84",Tomakomai (JPN)          ,2/22/2020
2113,Anastasiia Tsomka                ,L? ,UKR," 2.35,84",Minsk (BLR)              ,2/29/2020
2116,Elizaveta Klemina                ,LC2,RUS," 2.35,86",Irkutsk (RUS)            ,12/14/2019
2116,Lisa Hollander                   ,LC2,NED," 2.35,86",Dronten (NED)            ,2/1/2020
2118,Yuliya Sunczova                  ,LA1,RUS," 2.35,87",Kirov (RUS)              ,12/27/2019
2119,Ekaterina Malekhonkova           ,L? ,RUS," 2.35,88",Moscow (RUS)             ,2/11/2020
2120,Ingrid Ruijgrok                  ,L55,NED," 2.35,90",Haarlem (NED)            ,1/11/2020
2121,Mariska van Haaften-van den Bosch,L55,NED," 2.35,91",Leeuwarden (NED)         ,12/21/2019
2122,Julia van den Berg               ,LA1,NED," 2.35,93",Den Haag (NED)           ,2/23/2020
2123,Sanne Knijnenburg                ,LN3,NED," 2.35,96",Den Haag (NED)           ,3/8/2020
2124,Jillian Somers                   ,L? ,CAN," 2.36,03",Calgary (CAN)            ,2/22/2020
2125,Rebecca Thomas                   ,LC1,CAN," 2.36,04",Fort Saint John (CAN)    ,1/26/2020
2126,Arina Khokhlova (2006)           ,LC1,RUS," 2.36,08",Irkutsk (RUS)            ,12/14/2019
2126,Mariya Moskaleva (2005)          ,LC2,RUS," 2.36,08",Irkutsk (RUS)            ,1/3/2020
2128,Yana Vinogradova                 ,LB2,RUS," 2.36,09",Kolomna (RUS)            ,2/4/2020
2129,Agnieszka Bernacka               ,LC2,POL," 2.36,12",Tomaszów-Mazowiecki (POL),12/14/2019
2130,Eveline de Haan                  ,LC1,NED," 2.36,13",Heerenveen (NED)         ,2/2/2020
2131,Amber Stommels                   ,LA2,NED," 2.36,17",Utrecht (NED)            ,12/15/2019
2132,Andrea Caon                      ,LN4,COL," 2.36,18",Salt Lake City (USA)     ,3/7/2020
